Kockengen,QBUZZ,2765,Kockengen,Kockengen,,Kockengen,,Kockengen,
Vleuten Station,QBUZZ,2643,Vleuten Station,Vleuten Station,,Vleuten Station,,Vleuten Station,
Kockengen,QBUZZ,2765,Kockengen,Kockengen,,Kockengen,,Kockengen,
Vleuten Station,QBUZZ,2643,Vleuten Station,Vleuten Station,,Vleuten Station,,Vleuten Station,
Kockengen,QBUZZ,2765,Kockengen,Kockengen,,Kockengen,,Kockengen,
Vleuten Station,QBUZZ,2643,Vleuten Station,Vleuten Station,,Vleuten Station,,Vleuten Station,
Kockengen,QBUZZ,2765,Kockengen,Kockengen,,Kockengen,,Kockengen,
Vleuten Station,QBUZZ,2643,Vleuten Station,Vleuten Station,,Vleuten Station,,Vleuten Station,
Bilthoven Station,QBUZZ,2683,Bilthoven St.,Bilthoven Station,,Bilthoven Station,,Bilthoven Station,
Berg en Bosch,QBUZZ,2770,Berg en Bosch,Berg en Bosch,,Berg en Bosch,,Berg en Bosch,
Maarssen via Vleuten,QBUZZ,2642,Maarssen,Maarssen via Vleuten,via Vleuten,Maarssen,via Vleuten,Maarssen,
Maarssen Station,QBUZZ,2616,Maarssen Station,Maarssen Station,,Maarssen Station,,Maarssen Station,
Overvecht Station,QBUZZ,2639,Overvecht St.,Overvecht Station,,Overvecht Station,,Overvecht Station,
Overvecht via Zuilen,QBUZZ,2638,Overvecht,Overvecht via Zuilen,via Zuilen,Overvecht,via Zuilen,Overvecht,
Maarssen via Leidsche Rijn,QBUZZ,2641,Maarssen,Maarssen via Leidsche Rijn,via L. Rijn,Maarssen,via Leidsche Rijn,Maarssen,
Leidsche Rijn via Zuilen,QBUZZ,2644,Leidsche Rijn,Leidsche Rijn via Zuilen,via Zuilen,Leidsche Rijn,via Zuilen,Leidsche Rijn,
Overvecht via Leidsche Rijn,QBUZZ,2645,Overvecht,Overvecht via Leidsche Rijn,via L. Rijn,Overvecht,via Leidsche Rijn,Overvecht,
Leidsche Rijn via Vleuten,QBUZZ,2640,Leidsche Rijn,Leidsche Rijn via Vleuten,via Vleuten,Leidsche Rijn,via Vleuten,Leidsche Rijn,
Vleuten via Leidsche Rijn,QBUZZ,2647,Vleuten,Vleuten via Leidsche Rijn,via L. Rijn,Vleuten,via Leidsche Rijn,Vleuten,
Vleuten via Zuilen,QBUZZ,2646,Vleuten,Vleuten via Zuilen,via Zuilen,Vleuten,via Zuilen,Vleuten,
Vleuten Station,QBUZZ,2643,Vleuten Station,Vleuten Station,,Vleuten Station,,Vleuten Station,
Vianen Hoef en Haag,QBUZZ,2794,Vianen,Vianen Hoef en Haag,Hoef en Haag,Vianen,Hoef en Haag,Vianen,
Vianen via Nieuwegein,QBUZZ,2778,Vianen,Vianen via Nieuwegein,via Nieuwegein,Vianen,via Nieuwegein,Vianen,
Houten Station,QBUZZ,2708,Houten Station,Houten Station,,Houten Station,,Houten Station,
Houten via Nieuwegein,QBUZZ,2717,Houten,Houten via Nieuwegein,via Nieuwegein,Houten,via Nieuwegein,Houten,
DestinationName50,DataOwnerCode,DestinationCode,DestinationName16,DestinationName30,DestinationDetail16,DestinationName24,DestinationDetail19,DestinationName19,DestinationDisplay16
Drachten via Surh'veen,ARR,2306,Drachten,Drachten via Surh'veen,via Surhuisterve,Drachten,via Surhuisterveen,Drachten,
Drachten Transferium,ARR,2302,Drachten,Drachten Transferium,Transferium Oost,Drachten,Transferium Oost,Drachten,
Leeuwarden Busstation,ARR,1721,Leeuwarden,Leeuwarden Busstation,Busstation,Leeuwarden,Busstation,Leeuwarden,
Leeuwarden via Surh'veen,ARR,2309,Leeuwarden,Leeuwarden via Surh'veen,via Surhuisterve,Leeuwarden,via Surhuisterveen,Leeuwarden,
Assen Station,ARR,2313,Assen,Assen Station,Station,Assen,Station,Assen,
Assen via Veenhuizen,ARR,2312,Assen,Assen via Veenhuizen,via Veenhuizen,Assen,via Veenhuizen,Assen,
Leeuwarden Busstation,ARR,1721,Leeuwarden,Leeuwarden Busstation,Busstation,Leeuwarden,Busstation,Leeuwarden,
Assen via Drachten,ARR,2310,Assen,Assen via Drachten,via Drachten/Oos,Assen,via Drachten/Ooster,Assen,
Assen via Oosterwolde,ARR,2774,Assen,Assen via Oosterwolde,via Ureterp/Oost,Assen,via Ureterp/Oosterw,Assen,
Assen via Oosterwolde,ARR,2353,Assen,Assen via Oosterwolde,via Oosterwolde,Assen,via Oosterwolde,Assen,
Leeuwarden via Drachten,ARR,2316,Leeuwarden,Leeuwarden via Drachten,via Drachten,Leeuwarden,via Drachten,Leeuwarden,
Leeuwarden via Drachten,ARR,2357,Leeuwarden,Leeuwarden via Drachten,via Oosterwolde/,Leeuwarden,via Oosterwolde/Dra,Leeuwarden,
Leeuwarden via V'huizen,ARR,2355,Leeuwarden via,Leeuwarden via V'huizen,Veenhuizen/Ooste,Leeuwarden,Veenhuizen/Oosterwo,Leeuwarden via,
Drachten Transferium,ARR,2302,Drachten,Drachten Transferium,Transferium Oost,Drachten,Transferium Oost,Drachten,
Oosterwolde via Ureterp,ARR,2354,Oosterwolde,Oosterwolde via Ureterp,via Ureterp,Oosterwolde,via Ureterp,Oosterwolde,
Oosterwolde via Drachten,ARR,2314,Oosterwolde,Oosterwolde via Drachten,via Drachten,Oosterwolde,via Drachten,Oosterwolde,
Oosterwolde Busstation,ARR,2315,Oosterwolde,Oosterwolde Busstation,Busstation,Oosterwolde,Busstation,Oosterwolde,
Noordwolde Vlechtmuseum,ARR,2304,Noordwolde,Noordwolde Vlechtmuseum,Vlechtmuseum,Noordwolde,Vlechtmuseum,Noordwolde,
Noordwolde via Wolvega,ARR,2408,Noordwolde,Noordwolde via Wolvega,via Wolvega,Noordwolde,via Wolvega,Noordwolde,
Heerenveen Busstation,ARR,1722,Heerenveen,Heerenveen Busstation,Busstation,Heerenveen,Busstation,Heerenveen,
Heerenveen via Wolvega,ARR,2319,Heerenveen,Heerenveen via Wolvega,via Wolvega,Heerenveen,via Wolvega,Heerenveen,
Wolvega Station,ARR,2324,Wolvega,Wolvega Station,Station,Wolvega,Station,Wolvega,
Wolvega via De Blesse,ARR,2811,Wolvega,Wolvega via De Blesse,via De Blesse,Wolvega,via De Blesse,Wolvega,
Steenwijk Station,ARR,2325,Steenwijk,Steenwijk Station,Station,Steenwijk,Station,Steenwijk,
Noordwolde Vlechtmuseum,ARR,2304,Noordwolde,Noordwolde Vlechtmuseum,Vlechtmuseum,Noordwolde,Vlechtmuseum,Noordwolde,
Heerenveen Busstation,ARR,1722,Heerenveen,Heerenveen Busstation,Busstation,Heerenveen,Busstation,Heerenveen,
Heerenveen via Burgum,ARR,2326,Heerenveen,Heerenveen via Burgum,via Burgum/Drach,Heerenveen,via Burgum/Drachten,Heerenveen,
Heerenveen via Drachten,ARR,2327,Heerenveen,Heerenveen via Drachten,via Drachten,Heerenveen,via Drachten,Heerenveen,
Heerenveen via Gorredijk,ARR,2328,Heerenveen via,Heerenveen via Gorredijk,Beetsterzwaag/Go,Heerenveen via,Beetsterzwaag/Gorre,Heerenveen via,
Heerenveen via Gorredijk,ARR,2329,Heerenveen,Heerenveen via Gorredijk,via Gorredijk,Heerenveen,via Gorredijk,Heerenveen,
Leeuwarden Busstation,ARR,1721,Leeuwarden,Leeuwarden Busstation,Busstation,Leeuwarden,Busstation,Leeuwarden,
Leeuwarden via Burgum,ARR,2334,Leeuwarden,Leeuwarden via Burgum,via Burgum,Leeuwarden,via Burgum,Leeuwarden,
Leeuwarden via Gorredijk,ARR,2332,Leeuwarden,Leeuwarden via Gorredijk,via Gorredijk/Dr,Leeuwarden,via Gorredijk/Drach,Leeuwarden,
Leeuwarden via Drachten,ARR,2333,Leeuwarden,Leeuwarden via Drachten,via Drachten/Bur,Leeuwarden,via Drachten/Burgum,Leeuwarden,
Drachten via Burgum,ARR,2330,Drachten,Drachten via Burgum,via Burgum,Drachten,via Burgum,Drachten,
Drachten Knobelsdorffpln,ARR,2331,Drachten,Drachten Knobelsdorffpln,van Knobelsdorff,Drachten,van Knobelsdorffple,Drachten,
Drachten via Gorredijk,ARR,2335,Drachten,Drachten via Gorredijk,via Gorredijk,Drachten,via Gorredijk,Drachten,
Burgum Gemeentehus,ARR,1864,Burgum,Burgum Gemeentehus,Gemeentehus,Burgum,Gemeentehus,Burgum,
Feanwalden Station,ARR,2340,Feanwalden,Feanwalden Station,Station,Feanwalden,Station,Feanwalden,
Drachten via Burgum,ARR,2330,Drachten,Drachten via Burgum,via Burgum,Drachten,via Burgum,Drachten,
Drachten via Feanwalden,ARR,2336,Drachten,Drachten via Feanwalden,via Feanwalden/B,Drachten,via Feanwalden/Burg,Drachten,
Drachten Transferium,ARR,2302,Drachten,Drachten Transferium,Transferium Oost,Drachten,Transferium Oost,Drachten,
Drachten via Feanwalden,ARR,2778,Drachten,Drachten via Feanwalden,via Damwald/Fean,Drachten,via Damwald/Feanwal,Drachten,
Dokkum via Feanwalden,ARR,1860,Dokkum,Dokkum via Feanwalden,via Feanwalden/D,Dokkum,via Feanwalden/Damw,Dokkum,
Dokkum via Damwald,ARR,1857,Dokkum,Dokkum via Damwald,via Damwald,Dokkum,via Damwald,Dokkum,
Dokkum Busstation,ARR,1706,Dokkum,Dokkum Busstation,Busstation,Dokkum,Busstation,Dokkum,
Dokkum via Burgum,ARR,2337,Dokkum,Dokkum via Burgum,via Burgum/Feanw,Dokkum,via Burgum/Feanwald,Dokkum,
Drachten,ARR,4594,Drachten,Drachten,Knobelsdorffplei,Drachten,Knobelsdorffplein,Drachten,
Assen Station,ARR,2313,Assen,Assen Station,Station,Assen,Station,Assen,
Assen via Haulerwijk,ARR,2345,Assen,Assen via Haulerwijk,via Haulerwijk,Assen,via Haulerwijk,Assen,
Drachten Transferium,ARR,2302,Drachten,Drachten Transferium,Transferium Oost,Drachten,Transferium Oost,Drachten,
Drachten via Haulerwijk,ARR,2350,Drachten,Drachten via Haulerwijk,via Haulerwijk,Drachten,via Haulerwijk,Drachten,
Gorredijk Winkelcentrum,ARR,2425,Gorredijk,Gorredijk Winkelcentrum,Winkelcentrum,Gorredijk,Winkelcentrum,Gorredijk,
Tijnje Winia Ikkers,ARR,2393,Tijnje,Tijnje Winia Ikkers,Winia Ikkers,Tijnje,Winia Ikkers,Tijnje,
Allardsoog via Bakkeveen,ARR,2394,Allardsoog,Allardsoog via Bakkeveen,via Bakkeveen,Allardsoog,via Bakkeveen,Allardsoog,
Allardsoog,ARR,2395,Allardsoog,Allardsoog,Hunneschans,Allardsoog,Hunneschans,Allardsoog,
Appelscha via Ravenswoud,ARR,2384,Appelscha,Appelscha via Ravenswoud,via Ravenswoud,Appelscha,via Ravenswoud,Appelscha,
Oldeberkoop via O'wolde,ARR,2400,Oldeberkoop,Oldeberkoop via O'wolde,via Oosterwolde,Oldeberkoop,via Oosterwolde,Oldeberkoop,
Appelscha via Fochteloo,ARR,2397,Appelscha,Appelscha via Fochteloo,via Fochteloo,Appelscha,via Fochteloo,Appelscha,
Appelscha via O'wolde,ARR,2396,Appelscha,Appelscha via O'wolde,via Oosterwolde,Appelscha,via Oosterwolde,Appelscha,
Oldeberkoop Vredewoud,ARR,2399,Oldeberkoop,Oldeberkoop Vredewoud,Vredewoud,Oldeberkoop,Vredewoud,Oldeberkoop,
Oosterwolde Busstation,ARR,2315,Oosterwolde,Oosterwolde Busstation,Busstation,Oosterwolde,Busstation,Oosterwolde,
Scherpenzeel/Langelille,ARR,2402,Langelille,Scherpenzeel/Langelille,via Scherpenzeel,Langelille,via Scherpenzeel,Langelille,
Wolvega Station,ARR,2324,Wolvega,Wolvega Station,Station,Wolvega,Station,Wolvega,
Wolvega via Oldelamer,ARR,2404,Wolvega,Wolvega via Oldelamer,via Oldelamer,Wolvega,via Oldelamer,Wolvega,
Munnekeburen Kerk,ARR,2403,Munnekeburen,Munnekeburen Kerk,Kerk,Munnekeburen,Kerk,Munnekeburen,
Assen Station,ARR,2313,Assen,Assen Station,Station,Assen,Station,Assen,
Assen via Appelscha,ARR,2351,Assen,Assen via Appelscha,via Appelscha/Sm,Assen,via Appelscha/Smild,Assen,
Heerenveen Busstation,ARR,1722,Heerenveen,Heerenveen Busstation,Busstation,Heerenveen,Busstation,Heerenveen,
Heerenveen via Jubbega,ARR,2362,Heerenveen,Heerenveen via Jubbega,via Jubbega,Heerenveen,via Jubbega,Heerenveen,
Assen via Jubbega,ARR,2359,Assen,Assen via Jubbega,via Jubbega/O'wo,Assen,via Jubbega/O'wolde,Assen,
Assen via Oosterwolde,ARR,2353,Assen,Assen via Oosterwolde,via Oosterwolde,Assen,via Oosterwolde,Assen,
Heerenveen via O'wolde,ARR,2364,Heerenveen,Heerenveen via O'wolde,via Oosterwolde,Heerenveen,via Oosterwolde,Heerenveen,
Heerenveen via Appelscha,ARR,2363,Heerenveen,Heerenveen via Appelscha,via Appelscha,Heerenveen via Appelscha,via Appelscha,Heerenveen,
Oosterwolde via Jubbega,ARR,2361,Oosterwolde,Oosterwolde via Jubbega,via Jubbega,Oosterwolde,via Jubbega,Oosterwolde,
Oosterwolde Busstation,ARR,2315,Oosterwolde,Oosterwolde Busstation,Busstation,Oosterwolde,Busstation,Oosterwolde,
O'wolde via Appelscha,ARR,2358,Oosterwolde,O'wolde via Appelscha,via Appelscha,Oosterwolde,via Appelscha,Oosterwolde,
Heerenveen Sneldienst,ARR,2372,Heerenveen,Heerenveen Sneldienst,Sneldienst,Heerenveen,Sneldienst,Heerenveen,
Leeuwarden Sneldienst,ARR,1750,Leeuwarden,Leeuwarden Sneldienst,Sneldienst,Leeuwarden,Sneldienst,Leeuwarden,
Leeuwarden via Drachten,ARR,2316,Leeuwarden,Leeuwarden via Drachten,via Drachten,Leeuwarden,via Drachten,Leeuwarden,
Leeuwarden Busstation,ARR,1721,Leeuwarden,Leeuwarden Busstation,Busstation,Leeuwarden,Busstation,Leeuwarden,
Heerenveen Busstation,ARR,1722,Heerenveen,Heerenveen Busstation,Busstation,Heerenveen,Busstation,Heerenveen,
Heerenveen via Drachten,ARR,2347,Heerenveen,Heerenveen via Drachten,via Drachten,Heerenveen,via Drachten,Heerenveen,
Drachten Sneldienst,ARR,2371,Drachten,Drachten Sneldienst,Sneldienst,Drachten,Sneldienst,Drachten,
Drachten Ziekenhuis Poli,ARR,2360,Drachten,Drachten Ziekenhuis Poli,Ziekenhuis Poli,Drachten,Ziekenhuis Poli,Drachten,
Drachten Knobelsdorffpln,ARR,2331,Drachten,Drachten Knobelsdorffpln,van Knobelsdorff,Drachten,van Knobelsdorffple,Drachten,
Wolvega Station,ARR,2324,Wolvega,Wolvega Station,Station,Wolvega,Station,Wolvega,
Oosterwolde Busstation,ARR,2315,Oosterwolde,Oosterwolde Busstation,Busstation,Oosterwolde,Busstation,Oosterwolde,
Steenwijk via De Blesse,ARR,2810,Steenwijk,Steenwijk via De Blesse,via De Blesse,Steenwijk,via De Blesse,Steenwijk,
Steenwijk Station,ARR,2325,Steenwijk,Steenwijk Station,Station,Steenwijk,Station,Steenwijk,
Wolvega Station,ARR,2324,Wolvega,Wolvega Station,Station,Wolvega,Station,Wolvega,
Wolvega via De Blesse,ARR,2811,Wolvega,Wolvega via De Blesse,via De Blesse,Wolvega,via De Blesse,Wolvega,
Wolvega Station,ARR,2324,Wolvega,Wolvega Station,Station,Wolvega,Station,Wolvega,
Wolvega via O'koop,ARR,2812,Wolvega,Wolvega via O'koop,via Oldeberkoop,Wolvega,via Oldeberkoop,Wolvega,
Steenwijk via O'koop,ARR,2809,Steenwijk,Steenwijk via O'koop,via Olderberkoop,Steenwijk,via Olderberkoop,Steenwijk,
Steenwijk Station,ARR,2325,Steenwijk,Steenwijk Station,Station,Steenwijk,Station,Steenwijk,
Noordwolde via O'koop,ARR,2815,Noordwolde,Noordwolde via O'koop,via Oldeberkoop,Noordwolde,via Oldeberkoop,Noordwolde,
Noordwolde Vlechtmuseum,ARR,2304,Noordwolde,Noordwolde Vlechtmuseum,Vlechtmuseum,Noordwolde,Vlechtmuseum,Noordwolde,
Assen Station,ARR,2313,Assen,Assen Station,Station,Assen,Station,Assen,
Assen via Haulerwijk,ARR,2345,Assen,Assen via Haulerwijk,via Haulerwijk,Assen,via Haulerwijk,Assen,
Drachten Transferium,ARR,2302,Drachten,Drachten Transferium,Transferium Oost,Drachten,Transferium Oost,Drachten,
Drachten via Haulerwijk,ARR,2350,Drachten,Drachten via Haulerwijk,via Haulerwijk,Drachten,via Haulerwijk,Drachten,
Haulerwijk Laweijstraat,ARR,2407,Haulerwijk,Haulerwijk Laweijstraat,Laweijstraat,Haulerwijk,Laweijstraat,Haulerwijk,
DestinationName50,DataOwnerCode,DestinationCode,DestinationName16,DestinationName30,DestinationDetail16,DestinationName24,DestinationDetail19,DestinationName19,DestinationDisplay16
Ommen,KEOLIS,2238,Ommen,Ommen,,Ommen,,Ommen,
Dalfsen,KEOLIS,2204,Dalfsen,Dalfsen,,Dalfsen,,Dalfsen,
Dalfsen,KEOLIS,2516,Dalfsen,Dalfsen,,Dalfsen,,Dalfsen,
Vilsteren,KEOLIS,2522,Vilsteren,Vilsteren,,Vilsteren,,Vilsteren,
Deventer,KEOLIS,2211,Deventer,Deventer,,Deventer,,Deventer,
Nieuw Heeten,KEOLIS,2509,Nieuw Heeten,Nieuw Heeten,,Nieuw Heeten,,Nieuw Heeten,
Deventer,KEOLIS,2211,Deventer,Deventer,,Deventer,,Deventer,
Nieuw Heeten,KEOLIS,2509,Nieuw Heeten,Nieuw Heeten,,Nieuw Heeten,,Nieuw Heeten,
Deventer,KEOLIS,2211,Deventer,Deventer,,Deventer,,Deventer,
Nieuw Heeten,KEOLIS,2509,Nieuw Heeten,Nieuw Heeten,,Nieuw Heeten,,Nieuw Heeten,
Deventer,KEOLIS,2211,Deventer,Deventer,,Deventer,,Deventer,
Nieuw Heeten,KEOLIS,2509,Nieuw Heeten,Nieuw Heeten,,Nieuw Heeten,,Nieuw Heeten,
Nieuwleusen,KEOLIS,2235,Nieuwleusen,Nieuwleusen,,Nieuwleusen,,Nieuwleusen,
Dalfsen,KEOLIS,2204,Dalfsen,Dalfsen,,Dalfsen,,Dalfsen,
Nieuwleusen,KEOLIS,2235,Nieuwleusen,Nieuwleusen,,Nieuwleusen,,Nieuwleusen,
Dalfsen,KEOLIS,2204,Dalfsen,Dalfsen,,Dalfsen,,Dalfsen,
Nieuwleusen,KEOLIS,2235,Nieuwleusen,Nieuwleusen,,Nieuwleusen,,Nieuwleusen,
Dalfsen,KEOLIS,2204,Dalfsen,Dalfsen,,Dalfsen,,Dalfsen,
Nieuwleusen,KEOLIS,2235,Nieuwleusen,Nieuwleusen,,Nieuwleusen,,Nieuwleusen,
Dalfsen,KEOLIS,2204,Dalfsen,Dalfsen,,Dalfsen,,Dalfsen,
Meppel,KEOLIS,2508,Meppel,Meppel,,Meppel,,Meppel,
IJhorst,KEOLIS,2520,IJhorst,IJhorst,,IJhorst,,IJhorst,
Meppel,KEOLIS,2508,Meppel,Meppel,,Meppel,,Meppel,
IJhorst,KEOLIS,2520,IJhorst,IJhorst,,IJhorst,,IJhorst,
Meppel,KEOLIS,2508,Meppel,Meppel,,Meppel,,Meppel,
IJhorst,KEOLIS,2520,IJhorst,IJhorst,,IJhorst,,IJhorst,
Meppel,KEOLIS,2508,Meppel,Meppel,,Meppel,,Meppel,
IJhorst,KEOLIS,2520,IJhorst,IJhorst,,IJhorst,,IJhorst,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Beerzerveld,KEOLIS,2501,Beerzerveld,Beerzerveld,,Beerzerveld,,Beerzerveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Beerzerveld,KEOLIS,2501,Beerzerveld,Beerzerveld,,Beerzerveld,,Beerzerveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Beerzerveld,KEOLIS,2501,Beerzerveld,Beerzerveld,,Beerzerveld,,Beerzerveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Beerzerveld,KEOLIS,2501,Beerzerveld,Beerzerveld,,Beerzerveld,,Beerzerveld,
Bruinehaar,KEOLIS,4505,Bruinehaar,Bruinehaar,,Bruinehaar,,Bruinehaar,
Bruchterveld,KEOLIS,2502,Bruchterveld,Bruchterveld,,Bruchterveld,,Bruchterveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Bruinehaar,KEOLIS,4505,Bruinehaar,Bruinehaar,,Bruinehaar,,Bruinehaar,
Bruchterveld,KEOLIS,2502,Bruchterveld,Bruchterveld,,Bruchterveld,,Bruchterveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Bruinehaar,KEOLIS,4505,Bruinehaar,Bruinehaar,,Bruinehaar,,Bruinehaar,
Bruchterveld,KEOLIS,2502,Bruchterveld,Bruchterveld,,Bruchterveld,,Bruchterveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Bruinehaar,KEOLIS,4505,Bruinehaar,Bruinehaar,,Bruinehaar,,Bruinehaar,
Bruchterveld,KEOLIS,2502,Bruchterveld,Bruchterveld,,Bruchterveld,,Bruchterveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Bruinehaar,KEOLIS,4505,Bruinehaar,Bruinehaar,,Bruinehaar,,Bruinehaar,
Bruchterveld,KEOLIS,2502,Bruchterveld,Bruchterveld,,Bruchterveld,,Bruchterveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Bruinehaar,KEOLIS,4505,Bruinehaar,Bruinehaar,,Bruinehaar,,Bruinehaar,
Bruchterveld,KEOLIS,2502,Bruchterveld,Bruchterveld,,Bruchterveld,,Bruchterveld,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
Hardenberg,KEOLIS,2506,Hardenberg,Hardenberg,,Hardenberg,,Hardenberg,
De Krim,KEOLIS,2503,De Krim,De Krim,,De Krim,,De Krim,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Almelo CS,KEOLIS,4201,Almelo CS,Almelo CS,,Almelo CS,,Almelo CS,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Almelo CS,KEOLIS,4201,Almelo CS,Almelo CS,,Almelo CS,,Almelo CS,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Almelo CS,KEOLIS,4201,Almelo CS,Almelo CS,,Almelo CS,,Almelo CS,
Haaksbergen,KEOLIS,4249,Haaksbergen,Haaksbergen,,Haaksbergen,,Haaksbergen,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Haaksbergen,KEOLIS,4249,Haaksbergen,Haaksbergen,,Haaksbergen,,Haaksbergen,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Eibergen via Haaksbergen,KEOLIS,4325,Eibergen,Eibergen via Haaksbergen,via Haaksbergen,Eibergen,via Haaksbergen,Eibergen,
Eibergen,KEOLIS,4326,Eibergen,Eibergen,,Eibergen,,Eibergen,
Haaksbergen,KEOLIS,4249,Haaksbergen,Haaksbergen,,Haaksbergen,,Haaksbergen,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Hengelo CS via Haaksbergen,KEOLIS,4327,Hengelo CS,Hengelo CS via Haaksbergen,via Haaksbergen,Hengelo CS,via Haaksbergen,Hengelo CS,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Tubbergen via Weerselo,KEOLIS,4302,Tubbergen,Tubbergen via Weerselo,via Weerselo,Tubbergen,via Weerselo,Tubbergen,
Tubbergen,KEOLIS,4299,Tubbergen,Tubbergen,,Tubbergen,,Tubbergen,
Hengelo Twentekanaal Zuid,KEOLIS,4261,Hengelo,Hengelo Twentekanaal Zuid,Twentek. Zuid,Hengelo Twentekanaal Zd.,Twentekanaal Zuid,Hengelo,
Hengelo CS,KEOLIS,4258,Hengelo CS,Hengelo CS,,Hengelo CS,,Hengelo CS,
Tubbergen via Weerselo,KEOLIS,4302,Tubbergen,Tubbergen via Weerselo,via Weerselo,Tubbergen,via Weerselo,Tubbergen,
Tubbergen,KEOLIS,4299,Tubbergen,Tubbergen,,Tubbergen,,Tubbergen,
Tubbergen via Hengelo CS,KEOLIS,4301,Tubbergen,Tubbergen via Hengelo CS,via Hengelo CS,Tubbergen,via Hengelo CS,Tubbergen,
Oldenzaal De Thij,KEOLIS,4277,Oldenzaal,Oldenzaal De Thij,,Oldenzaal De Thij,,Oldenzaal,
Station,KEOLIS,101,Station,Station,,Station,,Station,
Oldenzaal De Thij,KEOLIS,4277,Oldenzaal,Oldenzaal De Thij,,Oldenzaal De Thij,,Oldenzaal,
Station,KEOLIS,101,Station,Station,,Station,,Station,
Enschede CS,KEOLIS,4239,Enschede CS,Enschede CS,,Enschede CS,,Enschede CS,
Enschede CS,KEOLIS,4239,Enschede CS,Enschede CS,,Enschede CS,,Enschede CS,
Enschede CS via Losser,KEOLIS,4241,Enschede CS,Enschede CS via Losser,via Losser,Enschede CS,via Losser,Enschede CS,
Overdinkel via Losser,KEOLIS,4290,Overdinkel,Overdinkel via Losser,via Losser,Overdinkel,via Losser,Overdinkel,
Overdinkel,KEOLIS,4288,Overdinkel,Overdinkel,,Overdinkel,,Overdinkel,
Enschede CS,KEOLIS,4239,Enschede CS,Enschede CS,,Enschede CS,,Enschede CS,
Enschede CS via Losser,KEOLIS,4241,Enschede CS,Enschede CS via Losser,via Losser,Enschede CS,via Losser,Enschede CS,
Overdinkel via Losser,KEOLIS,4290,Overdinkel,Overdinkel via Losser,via Losser,Overdinkel,via Losser,Overdinkel,
Overdinkel,KEOLIS,4288,Overdinkel,Overdinkel,,Overdinkel,,Overdinkel,
Enschede CS,KEOLIS,4239,Enschede CS,Enschede CS,,Enschede CS,,Enschede CS,
Enschede CS via Losser,KEOLIS,4241,Enschede CS,Enschede CS via Losser,via Losser,Enschede CS,via Losser,Enschede CS,
Overdinkel via Losser,KEOLIS,4290,Overdinkel,Overdinkel via Losser,via Losser,Overdinkel,via Losser,Overdinkel,
Overdinkel,KEOLIS,4288,Overdinkel,Overdinkel,,Overdinkel,,Overdinkel,
Denekamp,KEOLIS,4232,Denekamp,Denekamp,,Denekamp,,Denekamp,
Denekamp via Oldenzaal,KEOLIS,4236,Denekamp,Denekamp via Oldenzaal,via Oldenzaal,Denekamp,via Oldenzaal,Denekamp,
Denekamp via Ensc./Oldenz.,KEOLIS,4235,Denekamp,Denekamp via Ensc./Oldenz.,via Ensc./Oldenz,Denekamp,via Ensc./Oldenz.,Denekamp,
Haaksbergen,KEOLIS,4249,Haaksbergen,Haaksbergen,,Haaksbergen,,Haaksbergen,
Enschede CS,KEOLIS,4239,Enschede CS,Enschede CS,,Enschede CS,,Enschede CS,
Enschede CS via Oldenzaal,KEOLIS,4242,Enschede CS,Enschede CS via Oldenzaal,via Oldenzaal,Enschede CS,via Oldenzaal,Enschede CS,
Borculo via Haaksbergen,KEOLIS,4219,Borculo,Borculo via Haaksbergen,via Haaksbergen,Borculo,via Haaksbergen,Borculo,
Borculo,KEOLIS,4215,Borculo,Borculo,,Borculo,,Borculo,
