1;true;CXX;CXX;A001;2006-01-01
1;true;CXX;CXX;A002;2006-01-01
1;true;CXX;CXX;A003;2006-01-01
1;true;CXX;CXX;A004;2006-01-01
1;true;CXX;CXX;A005;2006-01-01
1;true;CXX;CXX;A006;2006-01-01
1;true;CXX;CXX;A007;2006-01-01
1;true;CXX;CXX;A008;2006-01-01
1;true;CXX;CXX;A009;2006-01-01
1;true;CXX;CXX;A010;2006-01-01
1;true;CXX;CXX;A011;2006-01-01
1;true;CXX;CXX;A012;2006-01-01
1;true;CXX;CXX;A013;2006-01-01
1;true;CXX;CXX;A014;2006-01-01
1;true;CXX;CXX;A026;2006-01-01
1;true;CXX;CXX;A027;2006-01-01
1;true;CXX;CXX;A029;2006-01-01
1;true;CXX;CXX;A033;2006-01-01
1;true;CXX;CXX;A035;2006-01-01
1;true;CXX;CXX;A043;2006-01-01
1;true;CXX;CXX;A051;2006-01-01
1;true;CXX;CXX;A054;2006-01-01
1;true;CXX;CXX;A056;2006-01-01
1;true;CXX;CXX;A060;2006-01-01
1;true;CXX;CXX;A061;2006-01-01
1;true;CXX;CXX;A062;2006-01-01
1;true;CXX;CXX;A066;2006-01-01
1;true;CXX;CXX;A070;2006-01-01
1;true;CXX;CXX;A071;2006-01-01
1;true;CXX;CXX;A072;2006-01-01
1;true;CXX;CXX;A078;2006-01-01
1;true;CXX;CXX;A300;2006-01-01
1;true;CXX;CXX;A331;2006-01-01
1;true;CXX;CXX;A352;2006-01-01
1;true;CXX;CXX;A524;2006-01-01
1;true;CXX;CXX;A525;2006-01-01
1;true;CXX;CXX;A526;2006-01-01
1;true;CXX;CXX;A556;2006-01-01
1;true;CXX;CXX;A560;2006-01-01
1;true;CXX;CXX;A566;2006-01-01
1;true;CXX;CXX;A589;2006-01-01
1;true;CXX;CXX;A590;2006-01-01
1;true;CXX;CXX;C144;2006-01-01
1;true;CXX;CXX;E625;2006-01-01
1;true;CXX;CXX;F021;2006-01-01
1;true;CXX;CXX;F022;2006-01-01
1;true;CXX;CXX;F032;2006-01-01
1;true;CXX;CXX;F100;2006-01-01
1;true;CXX;CXX;F101;2006-01-01
1;true;CXX;CXX;F104;2006-01-01
1;true;CXX;CXX;F105;2006-01-01
1;true;CXX;CXX;F106;2006-01-01
1;true;CXX;CXX;F107;2006-01-01
1;true;CXX;CXX;F108;2006-01-01
1;true;CXX;CXX;F109;2006-01-01
1;true;CXX;CXX;F110;2006-01-01
1;true;CXX;CXX;F140;2006-01-01
1;true;CXX;CXX;F142;2006-01-01
1;true;CXX;CXX;F143;2006-01-01
1;true;CXX;CXX;F145;2006-01-01
