1;true;CXX;amlbub;AML_2018;
1;true;CXX;amlflx;AML_2018;
1;true;CXX;aml;AML_2018;
1;true;CXX;arbosd;NB-OOST;
1;true;CXX;arbosi;NB-OOST;
1;true;CXX;arrahr;AR-AHK-RIV;
1;true;CXX;arrlim;ARR;
1;true;CXX;brenet;SAN-2012;
1;true;CXX;breng;SAN-2012;
1;true;CXX;breopt;SAN-2012;
1;true;CXX;brerep;SAN-2012;
1;true;CXX;bretro;SAN-2012;
1;true;CXX;bubbre;SAN-2012;
1;true;CXX;bubhlm;HLM-IJM_17;
1;true;CXX;bubhwg;HWGO_2016;
1;true;CXX;bubnoh;NHN_2018;
1;true;CXX;bubyso;OV-YS-2014;
1;true;CXX;bubzdm;ZAAN_2010;
1;true;CXX;bubzee;ZLD-2014;
1;true;CXX;bubzob;ZOB;
1;true;CXX;g&vnh;GOOI_2011;
1;true;CXX;gmgbsb;ZLD-2014;
1;true;CXX;hlmijm;HLM-IJM_17;
1;true;CXX;hwgo;HWGO_2016;
1;true;CXX;lyn;LYN;
1;true;CXX;niagdu;NIAG-DU;
1;true;CXX;niag;NIAG;
1;true;CXX;nofflx;NHN_2018;
1;true;CXX;nohno;NHN_2018;
1;true;CXX;nohtex;NHN_2018;
1;true;CXX;pflys;FL-YS-2014;
1;true;CXX;povys;OV-YS-2014;
1;true;CXX;pzld;ZLD-2014;
1;true;CXX;rivisi;AR-AHK-RIV;
1;true;CXX;roazdm;ZAAN_2010;
1;true;CXX;santro;SAN-2012;
1;true;CXX;san;SAN-2012;
1;true;CXX;srrpar;PARKSHUT;
1;true;CXX;syngld;SYN-VEL;
1;true;CXX;zob17;ZOB;
1;true;CXX;zobehv;ZOB;
