Version;Implicit;DataOwnerCode;OrganizationalUnitCode;Name;OrganizationalUnitType;Description
1;true;CXX;Z171;Oud Beijerland-Rotterdam;LINE;
1;true;CXX;Z172;Oud Beijerland-Rotterdam;LINE;
1;true;CXX;Z174;Numansdorp-Rotterdam;LINE;
1;true;CXX;Z175;Dordrecht-Strijen;LINE;
1;true;CXX;Z176;Dordrecht-Rotterdam;LINE;
1;true;CXX;Z177;Strijen-Rotterdam;LINE;
1;true;CXX;Z185;Goes, Station - Ziekenhuis;LINE;
1;true;CXX;Z186;Strijensas s'Gravendeel;LINE;
1;true;CXX;Z194;Zuid-Beijerland-Heinenoord;LINE;
1;true;CXX;Z197;Strijensas-Strijen;LINE;
1;true;CXX;Z220;Axel - Terneuzen;LINE;
1;true;CXX;Z223;Terneuzen - Goes;LINE;
1;true;CXX;Z225;Goes - 's-Gravenpolder - Goes;LINE;
1;true;CXX;Z258;Middelburg - Vlissingen;LINE;
1;true;CXX;Z263;Oud-Beijerland-Kralingsezoom;LINE;
1;true;CXX;Z264;Zuid-Beijerland-Heinenoord;LINE;
1;true;CXX;Z274;Numansdorp-Rotterdam;LINE;
1;true;CXX;Z395;Zierikzee - Rotterdam;LINE;
1;true;CXX;Z436;Ouddorp-Rotterdam;LINE;
1;true;CXX;Z437;Ouddorp-Rotterdam;LINE;
1;true;CXX;Z507;Axel - St.Jansteen;LINE;
1;true;CXX;Z511;Terneuzen - Sas van Gent;LINE;
1;true;CXX;Z513;Sas Van Gent - Axel;LINE;
1;true;CXX;Z515;Breskens - Biervliet;LINE;
1;true;CXX;Z555;'s Heerenhoek - Heinkenszand;LINE;
1;true;CXX;Z580;Kattendijke - Goes;LINE;
1;true;CXX;Z581;Vlissingen Oost - Middelburg;LINE;
1;true;CXX;Z582;Oud Sabbinge - Goes;LINE;
1;true;CXX;Z583;Westkapelle - Veere;LINE;
1;true;CXX;Z584;Middelburg - Veere;LINE;
1;true;CXX;Z585;Strijensas s'Gravendeel;LINE;
1;true;CXX;Z587;Strijensas-Strijen;LINE;
1;true;CXX;Z589;Ossenisse - Clinge;LINE;
1;true;CXX;Z591;Nieuwerkerk - Zierikzee via Dreischor;LINE;
1;true;CXX;Z592;Nieuwerkerk - Zierikzee via Ouwerkerk;LINE;
1;true;CXX;Z593;Kats - Kortgene;LINE;
1;true;CXX;Z594;Rilland - Kruiningen;LINE;
1;true;CXX;Z595;Goes - Hoedekenskerke;LINE;
1;true;CXX;Z596;'s Heerenhoek - Ellewoutsdijk;LINE;
1;true;CXX;Z597;'s Heerenhoek - Hoedekenskerke;LINE;
1;true;CXX;Z598;'s Heerenhoek - Heinkenszand;LINE;
1;true;CXX;Z599;Wemeldinge - Yerseke;LINE;
1;true;CXX;Z601;Oostburg - Terneuzen;LINE;
1;true;CXX;Z604;Hoofdplaat - Oostburg;LINE;
1;true;CXX;Z606;Sas van Gent - Terneuzen;LINE;
1;true;CXX;Z607;Hoek - Axel;LINE;
1;true;CXX;Z608;Sas van Gent - Hulst;LINE;
1;true;CXX;Z612;Eede - Oostburg;LINE;
1;true;CXX;Z614;Ouddorp-Brielle;LINE;
1;true;CXX;Z628;Westenschouwen - Goes;LINE;
1;true;CXX;Z629;Bruinisse - Goes;LINE;
1;true;CXX;Z630;Hellevoetsluis-Middelharnis;LINE;
1;true;CXX;Z631;Zierikzee - Middelharnis;LINE;
1;true;CXX;Z633;Vlissingen - Zierikzee;LINE;
1;true;CXX;Z634;Dreischor - Zierikzee;LINE;
1;true;CXX;Z635;Ooltgensplaat-Middelharnis;LINE;
1;true;CXX;Z636;Ouddorp-Middelharnis;LINE;
1;true;CXX;Z638;Goes Station Goes Zwembadweg;LINE;
1;true;CXX;Z639;Krabbendijke - Goes;LINE;
1;true;CXX;Z641;Middelburg - Goes;LINE;
1;true;CXX;Z643;St.Annaland - Goes;LINE;
1;true;CXX;Z644;Stavenisse - Goes;LINE;
1;true;CXX;Z645;Terneuzen - Krabbendijke;LINE;
1;true;CXX;Z646;Middelburg - Goes;LINE;
1;true;CXX;Z647;Domburg - Krabbendijke;LINE;
1;true;CXX;Z650;Middelburg - Terneuzen(Gent);LINE;
1;true;CXX;Z660;Terneuzen - Vlissingen;LINE;
1;true;CXX;Z662;Zuid-Beijerland-Oud-Beijerland;LINE;
1;true;CXX;Z663;Goudswaard-Lombardijen;LINE;
1;true;CXX;Z664;Oud-Beijerland - Numansdorp Viaduct A29;LINE;
1;true;CXX;Z666;Maasdam-Oud-Beijerland;LINE;
1;true;CXX;Z667;Strijen-Oud-Beijerland;LINE;
1;true;CXX;Z668;'s-Gravendeel-Oud-Beijerland;LINE;
1;true;CXX;Z669;Willemstad-Oud-Beijerland;LINE;
1;true;CXX;Z680;Heinenoord-Barendrecht;LINE;
1;true;CXX;Z711;Oud-Beijerland-Zuid-Beijerland;LINE;
1;true;CXX;Z712;van Zuid-Beijerland naar Oud-Beijerland;LINE;
1;true;CXX;Z860;Nachtbus;LINE;
1;true;CXX;Z867;Rotterdam CS - Numansdorp;LINE;
