Version;Implicit;DataOwnerCode;DestCode;DestNameFull;DestNameMain;DestNameDetail;RelevantDestNameDetail;DestNameMain21;DestNameDetail21;DestNameMain19;DestNameDetail19;DestNameMain16;DestNameDetail16;DestIcon;DestColor
1;true;CXX;A00100998;Arnhem Het Duifje;Arnhem;Het Duifje;false;Arnhem;Het Duifje;Arnhem;Het Duifje;Arnhem;Het Duifje;;
1;true;CXX;A00101010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00101011;Arnhem Schouwburg;Arnhem;Schouwburg;false;Arnhem;Schouwburg;Arnhem;Schouwburg;Arnhem;Schouwburg;;
1;true;CXX;A00101013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00101019;Arnhem Velperplein;Arnhem;Velperplein;false;Arnhem;Velperplein;Arnhem;Velperplein;Arnhem;Velperplein;;
1;true;CXX;A00101020;Arnhem Station Velperpoort;Arnhem;Station Velperpo;false;Arnhem;Station Velperpo;Arnhem;Station Velperpo;Arnhem;Station Velperpo;;
1;true;CXX;A00101102;Oosterbeek ;Oosterbeek;;false;Oosterbeek;;Oosterbeek;;Oosterbeek;;;
1;true;CXX;A00101114;Velp ;Velp;;false;Velp;;Velp;;Velp;;;
1;true;CXX;A00132046;Oosterbeek ;Oosterbeek;;false;Oosterbeek;;Oosterbeek;;Oosterbeek;;;
1;true;CXX;A00200990;De Laar West ;De Laar West;;false;De Laar West;;De Laar West;;De Laar West;;;
1;true;CXX;A00200999;Hoogkamp ;Hoogkamp;;false;Hoogkamp;;Hoogkamp;;Hoogkamp;;;
1;true;CXX;A00201010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00201013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00201110;Schaarsbergen IPC;Schaarsbergen;IPC;false;Schaarsbergen;IPC;Schaarsbergen;IPC;Schaarsbergen;IPC;;
1;true;CXX;A00201111;Schaarsbergen Koningsweg;Schaarsbergen;Koningsweg;false;Schaarsbergen;Koningsweg;Schaarsbergen;Koningsweg;Schaarsbergen;Koningsweg;;
1;true;CXX;A00201112;Schaarsbergen Oranje Kazerne;Schaarsbergen;Oranje Kazerne;false;Schaarsbergen;Oranje Kazerne;Schaarsbergen;Oranje Kazerne;Schaarsbergen;Oranje Kazerne;;
1;true;CXX;A00232644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00300984;Arnhem Airborneplein;Arnhem;Airborneplein;false;Arnhem;Airborneplein;Arnhem;Airborneplein;Arnhem;Airborneplein;;
1;true;CXX;A00300985;Arnhem Alteveer;Arnhem;Alteveer;false;Arnhem;Alteveer;Arnhem;Alteveer;Arnhem;Alteveer;;
1;true;CXX;A00300988;Arnhem Cranevelt;Arnhem;Cranevelt;false;Arnhem;Cranevelt;Arnhem;Cranevelt;Arnhem;Cranevelt;;
1;true;CXX;A00300998;Het Duifje ;Het Duifje;;false;Het Duifje;;Het Duifje;;Het Duifje;;;
1;true;CXX;A00301010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00301013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00301020;Arnhem Velperpoort NS;Arnhem;Velperpoort NS;false;Arnhem;Velperpoort NS;Arnhem;Velperpoort NS;Arnhem;Velperpoort NS;;
1;true;CXX;A00301024;Arnhem v. Muylwijkstraat;Arnhem;v. Muylwijkstraa;false;Arnhem;v. Muylwijkstraa;Arnhem;v. Muylwijkstraa;Arnhem;v. Muylwijkstraa;;
1;true;CXX;A00301028;Burgers Zoo Openl.Museum;Burgers Zoo;Openl.Museum;false;Burgers Zoo;Openl.Museum;Burgers Zoo;Openl.Museum;Burgers Zoo;Openl.Museum;;
1;true;CXX;A00301114;Velp Beekhuizenseweg;Velp;Beekhuizenseweg;false;Velp;Beekhuizenseweg;Velp;Beekhuizenseweg;Velp;Beekhuizenseweg;;
1;true;CXX;A00332644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00400989;Arnhem De Laar Oost;Arnhem;De Laar Oost;false;Arnhem;De Laar Oost;Arnhem;De Laar Oost;Arnhem;De Laar Oost;;
1;true;CXX;A00400992;Elderveld ;Elderveld;;false;Elderveld;;Elderveld;;Elderveld;;;
1;true;CXX;A00400998;Het Duifje ;Het Duifje;;false;Het Duifje;;Het Duifje;;Het Duifje;;;
1;true;CXX;A00401003;Arnhem Kronenburg;Arnhem;Kronenburg;false;Arnhem;Kronenburg;Arnhem;Kronenburg;Arnhem;Kronenburg;;
1;true;CXX;A00401010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00401013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00401014;Station Zuid ;Station Zuid;;false;Station Zuid;;Station Zuid;;Station Zuid;;;
1;true;CXX;A00404761;De Laar Oost ;De Laar Oost;;false;De Laar Oost;;De Laar Oost;;De Laar Oost;;;
1;true;CXX;A00431403;Holthuizen ;Holthuizen;;false;Holthuizen;;Holthuizen;;Holthuizen;;;
1;true;CXX;A00432644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00432684;Schuytgraaf ;Schuytgraaf;;false;Schuytgraaf;;Schuytgraaf;;Schuytgraaf;;;
1;true;CXX;A00500990;De Laar West De Laar West;De Laar West;De Laar West;false;De Laar West;De Laar West;De Laar West;De Laar West;De Laar West;De Laar West;;
1;true;CXX;A00500993;Arnhem Elsweide/HAN;Arnhem;Elsweide/HAN;false;Arnhem;Elsweide/HAN;Arnhem;Elsweide/HAN;Arnhem;Elsweide/HAN;;
1;true;CXX;A00500997;Arnhem Gr. van Prinstererstraat;Arnhem;Gr. van Prinster;false;Arnhem;Gr. van Prinster;Arnhem;Gr. van Prinster;Arnhem;Gr. van Prinster;;
1;true;CXX;A00501000;Presikhaaf ;Presikhaaf;;false;Presikhaaf;;Presikhaaf;;Presikhaaf;;;
1;true;CXX;A00501010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00501019;Arnhem Velperplein;Arnhem;Velperplein;false;Arnhem;Velperplein;Arnhem;Velperplein;Arnhem;Velperplein;;
1;true;CXX;A00504345;Arnhem Rietgrachtstraat;Arnhem;Rietgrachtstraat;false;Arnhem;Rietgrachtstraat;Arnhem;Rietgrachtstraat;Arnhem;Rietgrachtstraat;;
1;true;CXX;A00523343;Arnhem Koningskers;Arnhem;Koningskers;false;Arnhem;Koningskers;Arnhem;Koningskers;Arnhem;Koningskers;;
1;true;CXX;A00531785;Schuytgraaf ;Schuytgraaf;;false;Schuytgraaf;;Schuytgraaf;;Schuytgraaf;;;
1;true;CXX;A00532644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00600990;De Laar West ;De Laar West;;false;De Laar West;;De Laar West;;De Laar West;;;
1;true;CXX;A00600993;Elsweide/HAN ;Elsweide/HAN;;false;Elsweide/HAN;;Elsweide/HAN;;Elsweide/HAN;;;
1;true;CXX;A00600997;Arnhem Gr. van Prinstererstraat;Arnhem;Gr. van Prinster;false;Arnhem;Gr. van Prinster;Arnhem;Gr. van Prinster;Arnhem;Gr. van Prinster;;
1;true;CXX;A00601010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00601014;Arnhem Station Zuid;Arnhem;Station Zuid;false;Arnhem;Station Zuid;Arnhem;Station Zuid;Arnhem;Station Zuid;;
1;true;CXX;A00601048;Driel  Driesprong;Driel; Driesprong;false;Driel; Driesprong;Driel; Driesprong;Driel; Driesprong;;
1;true;CXX;A00601084;Heteren Brandweerkazerne;Heteren;Brandweerkazerne;false;Heteren;Brandweerkazerne;Heteren;Brandweerkazerne;Heteren;Brandweerkazerne;;
1;true;CXX;A00601085;Heteren Nachtegaalstraat;Heteren;Nachtegaalstraat;false;Heteren;Nachtegaalstraat;Heteren;Nachtegaalstraat;Heteren;Nachtegaalstraat;;
1;true;CXX;A00603646;Heteren Beemdhof;Heteren;Beemdhof;false;Heteren;Beemdhof;Heteren;Beemdhof;Heteren;Beemdhof;;
1;true;CXX;A00604345;Arnhem Rietgrachtstraat;Arnhem;Rietgrachtstraat;false;Arnhem;Rietgrachtstraat;Arnhem;Rietgrachtstraat;Arnhem;Rietgrachtstraat;;
1;true;CXX;A00628442;Heteren Julianaweg;Heteren;Julianaweg;false;Heteren;Julianaweg;Heteren;Julianaweg;Heteren;Julianaweg;;
1;true;CXX;A00630183;Arnhem Metamorfosenallee;Arnhem;Metamorfosenalle;false;Arnhem;Metamorfosenalle;Arnhem;Metamorfosenalle;Arnhem;Metamorfosenalle;;
1;true;CXX;A00630903;Heteren Bretagnesingel;Heteren;Bretagnesingel;false;Heteren;Bretagnesingel;Heteren;Bretagnesingel;Heteren;Bretagnesingel;;
1;true;CXX;A00632644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00640764;Arnhem De Laar West-Oost;Arnhem;De Laar West-Oos;false;Arnhem;De Laar West-Oos;Arnhem;De Laar West-Oos;Arnhem;De Laar West-Oos;;
1;true;CXX;A00700995;Geitenkamp ;Geitenkamp;;false;Geitenkamp;;Geitenkamp;;Geitenkamp;;;
1;true;CXX;A00701009;Rijkerswoerd ;Rijkerswoerd;;false;Rijkerswoerd;;Rijkerswoerd;;Rijkerswoerd;;;
1;true;CXX;A00701010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00701020;Arnhem Velperpoort NS;Arnhem;Velperpoort NS;false;Arnhem;Velperpoort NS;Arnhem;Velperpoort NS;Arnhem;Velperpoort NS;;
1;true;CXX;A00701024;Arnhem v. Muylwijkstraat;Arnhem;v. Muylwijkstraa;false;Arnhem;v. Muylwijkstraa;Arnhem;v. Muylwijkstraa;Arnhem;v. Muylwijkstraa;;
1;true;CXX;A00704182;Arnhem Gelredome;Arnhem;Gelredome;false;Arnhem;Gelredome;Arnhem;Gelredome;Arnhem;Gelredome;;
1;true;CXX;A00704348;Arnhem Willemsplein;Arnhem;Willemsplein;false;Arnhem;Willemsplein;Arnhem;Willemsplein;Arnhem;Willemsplein;;
1;true;CXX;A00726982;CIOS ;CIOS;;false;CIOS;;CIOS;;CIOS;;;
1;true;CXX;A00732644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00801000;Presikhaaf ;Presikhaaf;;false;Presikhaaf;;Presikhaaf;;Presikhaaf;;;
1;true;CXX;A00801010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00801013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00801027;Arnhem Ziekenhuis Rijnstate;Arnhem;Ziekenhuis Rijns;false;Arnhem;Ziekenhuis Rijns;Arnhem;Ziekenhuis Rijns;Arnhem;Ziekenhuis Rijns;;
1;true;CXX;A00801117;Velp Ziekenhuis;Velp;Ziekenhuis;false;Velp;Ziekenhuis;Velp;Ziekenhuis;Velp;Ziekenhuis;;
1;true;CXX;A00804141;Arnhem  IJsselvliet;Arnhem; IJsselvliet;false;Arnhem; IJsselvliet;Arnhem; IJsselvliet;Arnhem; IJsselvliet;;
1;true;CXX;A00827422;Arnhem Bruningweg;Arnhem;Bruningweg;false;Arnhem;Bruningweg;Arnhem;Bruningweg;Arnhem;Bruningweg;;
1;true;CXX;A00828642;Arnhem Simon Stevinweg;Arnhem;Simon Stevinweg;false;Arnhem;Simon Stevinweg;Arnhem;Simon Stevinweg;Arnhem;Simon Stevinweg;;
1;true;CXX;A00828643;Arnhem Werkplaats Presikhaaf;Arnhem;Werkplaats Presi;false;Arnhem;Werkplaats Presi;Arnhem;Werkplaats Presi;Arnhem;Werkplaats Presi;;
1;true;CXX;A00831403;Holthuizen ;Holthuizen;;false;Holthuizen;;Holthuizen;;Holthuizen;;;
1;true;CXX;A00832644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00833226;Alteveer ;Alteveer;;false;Alteveer;;Alteveer;;Alteveer;;;
1;true;CXX;A00901010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00901013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A00901110;Schaarsbergen IPC;Schaarsbergen;IPC;false;Schaarsbergen;IPC;Schaarsbergen;IPC;Schaarsbergen;IPC;;
1;true;CXX;A00901111;Schaarsbergen Koningsweg;Schaarsbergen;Koningsweg;false;Schaarsbergen;Koningsweg;Schaarsbergen;Koningsweg;Schaarsbergen;Koningsweg;;
1;true;CXX;A00901112;Schaarsbergen Oranje Kazerne;Schaarsbergen;Oranje Kazerne;false;Schaarsbergen;Oranje Kazerne;Schaarsbergen;Oranje Kazerne;Schaarsbergen;Oranje Kazerne;;
1;true;CXX;A00901117;Velp Ziekenhuis;Velp;Ziekenhuis;false;Velp;Ziekenhuis;Velp;Ziekenhuis;Velp;Ziekenhuis;;
1;true;CXX;A00932644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01001010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01001013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01001014;Arnhem Station Zuid;Arnhem;Station Zuid;false;Arnhem;Station Zuid;Arnhem;Station Zuid;Arnhem;Station Zuid;;
1;true;CXX;A01013922;Arnhem Schuytgraaf;Arnhem;Schuytgraaf;false;Arnhem;Schuytgraaf;Arnhem;Schuytgraaf;Arnhem;Schuytgraaf;;
1;true;CXX;A01023343;Arnhem Schuytgraaf;Arnhem;Schuytgraaf;false;Arnhem;Schuytgraaf;Arnhem;Schuytgraaf;Arnhem;Schuytgraaf;;
1;true;CXX;A01029022;Spc Papendal ;Spc Papendal;;false;Spc Papendal;;Spc Papendal;;Spc Papendal;;;
1;true;CXX;A01032644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01040184;Arnhem Het Dorp;Arnhem;Het Dorp;false;Arnhem;Het Dorp;Arnhem;Het Dorp;Arnhem;Het Dorp;;
1;true;CXX;A01100998;Het Duifje ;Het Duifje;;false;Het Duifje;;Het Duifje;;Het Duifje;;;
1;true;CXX;A01101003;WKC Kronenburg ;WKC Kronenburg;;false;WKC Kronenburg;;WKC Kronenburg;;WKC Kronenburg;;;
1;true;CXX;A01101013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01101014;Station Zuid ;Station Zuid;;false;Station Zuid;;Station Zuid;;Station Zuid;;;
1;true;CXX;A01101048;Driel Driesprong;Driel;Driesprong;false;Driel;Driesprong;Driel;Driesprong;Driel;Driesprong;;
1;true;CXX;A01103644;Arnhem Willemsplein;Arnhem;Willemsplein;false;Arnhem;Willemsplein;Arnhem;Willemsplein;Arnhem;Willemsplein;;
1;true;CXX;A01103646;Heteren Beemdhof;Heteren;Beemdhof;false;Heteren;Beemdhof;Heteren;Beemdhof;Heteren;Beemdhof;;
1;true;CXX;A01130903;Heteren Bretagnesingel;Heteren;Bretagnesingel;false;Heteren;Bretagnesingel;Heteren;Bretagnesingel;Heteren;Bretagnesingel;;
1;true;CXX;A01148426;Vredenburg ;Vredenburg;;false;Vredenburg;;Vredenburg;;Vredenburg;;;
1;true;CXX;A01200986;Arnhem Bruningweg;Arnhem;Bruningweg;false;Arnhem;Bruningweg;Arnhem;Bruningweg;Arnhem;Bruningweg;;
1;true;CXX;A01201013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01201026;Arnhem IJsseloord 2;Arnhem;IJsseloord 2;false;Arnhem;IJsseloord 2;Arnhem;IJsseloord 2;Arnhem;IJsseloord 2;;
1;true;CXX;A01201048;Driel Driesprong ;Driel Driesprong;;false;Driel Driesprong;;Driel Driesprong;;Driel Driesprong;;;
1;true;CXX;A01201108;Renkum Melkdam;Renkum;Melkdam;false;Renkum;Melkdam;Renkum;Melkdam;Renkum;Melkdam;;
1;true;CXX;A01203644;Arnhem Willemsplein;Arnhem;Willemsplein;false;Arnhem;Willemsplein;Arnhem;Willemsplein;Arnhem;Willemsplein;;
1;true;CXX;A01203646;Heteren Beemdhof;Heteren;Beemdhof;false;Heteren;Beemdhof;Heteren;Beemdhof;Heteren;Beemdhof;;
1;true;CXX;A01240964;Arnhem IJsseloord 1;Arnhem;IJsseloord 1;false;Arnhem;IJsseloord 1;Arnhem;IJsseloord 1;Arnhem;IJsseloord 1;;
1;true;CXX;A01301005;Burgers' Zoo - Openlucht Museum;Burgers' Zoo -;Openlucht Museum;false;Burgers' Zoo -;Openlucht Museum;Burgers' Zoo -;Openlucht Museum;Burgers' Zoo -;Openlucht Museum;;
1;true;CXX;A01301010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01301013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01340908;Klarendal Klarendalseweg;Klarendal;Klarendalseweg;false;Klarendal;Klarendalseweg;Klarendal;Klarendalseweg;Klarendal;Klarendalseweg;;
1;true;CXX;A01400998;Arnhem Het Duifje;Arnhem;Het Duifje;false;Arnhem;Het Duifje;Arnhem;Het Duifje;Arnhem;Het Duifje;;
1;true;CXX;A01401003;Arnhem Kronenburg;Arnhem;Kronenburg;false;Arnhem;Kronenburg;Arnhem;Kronenburg;Arnhem;Kronenburg;;
1;true;CXX;A01401010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01401013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01401069;Elst Griegstraat;Elst;Griegstraat;false;Elst;Griegstraat;Elst;Griegstraat;Elst;Griegstraat;;
1;true;CXX;A01401071;Elst Lange Dreef;Elst;Lange Dreef;false;Elst;Lange Dreef;Elst;Lange Dreef;Elst;Lange Dreef;;
1;true;CXX;A01401092;Lent Station ;Lent Station;;false;Lent Station;;Lent Station;;Lent Station;;;
1;true;CXX;A01401096;Nijmegen CS ;Nijmegen CS;;false;Nijmegen CS;;Nijmegen CS;;Nijmegen CS;;;
1;true;CXX;A01401104;Oosterhout Stationsstraat;Oosterhout;Stationsstraat;false;Oosterhout;Stationsstraat;Oosterhout;Stationsstraat;Oosterhout;Stationsstraat;;
1;true;CXX;A01404761;Arnhem Brabantweg;Arnhem;Brabantweg;false;Arnhem;Brabantweg;Arnhem;Brabantweg;Arnhem;Brabantweg;;
1;true;CXX;A01417889;Nmg Brakkenstein ;Nmg Brakkenstein;;false;Nmg Brakkenstein;;Nmg Brakkenstein;;Nmg Brakkenstein;;;
1;true;CXX;A01429905;Nijmegen Brakkenstein;Nijmegen;Brakkenstein;false;Nijmegen;Brakkenstein;Nijmegen;Brakkenstein;Nijmegen;Brakkenstein;;
1;true;CXX;A01432644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A01433166;Nijmegen Kwekerijweg;Nijmegen;Kwekerijweg;false;Nijmegen;Kwekerijweg;Nijmegen;Kwekerijweg;Nijmegen;Kwekerijweg;;
1;true;CXX;A02601010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02601013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02601039;Doesburg Beumerskamp;Doesburg;Beumerskamp;false;Doesburg;Beumerskamp;Doesburg;Beumerskamp;Doesburg;Beumerskamp;;
1;true;CXX;A02601041;Doesburg Koppelweg;Doesburg;Koppelweg;false;Doesburg;Koppelweg;Doesburg;Koppelweg;Doesburg;Koppelweg;;
1;true;CXX;A02601042;Doesburg Kraakselaan;Doesburg;Kraakselaan;false;Doesburg;Kraakselaan;Doesburg;Kraakselaan;Doesburg;Kraakselaan;;
1;true;CXX;A02601049;Dieren Station ;Dieren Station;;false;Dieren Station;;Dieren Station;;Dieren Station;;;
1;true;CXX;A02601073;Giesbeek Zwalmstraat;Giesbeek;Zwalmstraat;false;Giesbeek;Zwalmstraat;Giesbeek;Zwalmstraat;Giesbeek;Zwalmstraat;;
1;true;CXX;A02615221;Doesburg Meipoort;Doesburg;Meipoort;false;Doesburg;Meipoort;Doesburg;Meipoort;Doesburg;Meipoort;;
1;true;CXX;A02632644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02701010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02701013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02701020;Arnhem Station Velperpoort;Arnhem;Station Velperpo;false;Arnhem;Station Velperpo;Arnhem;Station Velperpo;Arnhem;Station Velperpo;;
1;true;CXX;A02701039;Doesburg Beumerskamp;Doesburg;Beumerskamp;false;Doesburg;Beumerskamp;Doesburg;Beumerskamp;Doesburg;Beumerskamp;;
1;true;CXX;A02701042;Doesburg Kraakselaan;Doesburg;Kraakselaan;false;Doesburg;Kraakselaan;Doesburg;Kraakselaan;Doesburg;Kraakselaan;;
1;true;CXX;A02701055;Doetinchem Busstation;Doetinchem;Busstation;false;Doetinchem;Busstation;Doetinchem;Busstation;Doetinchem;Busstation;;
1;true;CXX;A02701057;Doetinchem Station;Doetinchem;Station;false;Doetinchem;Station;Doetinchem;Station;Doetinchem;Station;;
1;true;CXX;A02701073;Giesbeek Zwalmstraat;Giesbeek;Zwalmstraat;false;Giesbeek;Zwalmstraat;Giesbeek;Zwalmstraat;Giesbeek;Zwalmstraat;;
1;true;CXX;A02701074;Gendringen Busstation;Gendringen;Busstation;false;Gendringen;Busstation;Gendringen;Busstation;Gendringen;Busstation;;
1;true;CXX;A02732644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02745325;Lathum Rijderbosweg;Lathum;Rijderbosweg;false;Lathum;Rijderbosweg;Lathum;Rijderbosweg;Lathum;Rijderbosweg;;
1;true;CXX;A02901010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02901013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A02901042;Doesburg Kraakselaan;Doesburg;Kraakselaan;false;Doesburg;Kraakselaan;Doesburg;Kraakselaan;Doesburg;Kraakselaan;;
1;true;CXX;A02901055;Doetinchem Busstation;Doetinchem;Busstation;false;Doetinchem;Busstation;Doetinchem;Busstation;Doetinchem;Busstation;;
1;true;CXX;A02901057;Doetinchem Station;Doetinchem;Station;false;Doetinchem;Station;Doetinchem;Station;Doetinchem;Station;;
1;true;CXX;A02901074;Gendringen Busstation;Gendringen;Busstation;false;Gendringen;Busstation;Gendringen;Busstation;Gendringen;Busstation;;
1;true;CXX;A02932644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A03300982;Angeren Kamervoort;Angeren;Kamervoort;false;Angeren;Kamervoort;Angeren;Kamervoort;Angeren;Kamervoort;;
1;true;CXX;A03301010;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A03301013;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A03301034;Bemmel Connexxion;Bemmel;Connexxion;false;Bemmel;Connexxion;Bemmel;Connexxion;Bemmel;Connexxion;;
1;true;CXX;A03301035;Bemmel Gemeentehuis;Bemmel;Gemeentehuis;false;Bemmel;Gemeentehuis;Bemmel;Gemeentehuis;Bemmel;Gemeentehuis;;
1;true;CXX;A03301036;Bemmel Klein Rome;Bemmel;Klein Rome;false;Bemmel;Klein Rome;Bemmel;Klein Rome;Bemmel;Klein Rome;;
1;true;CXX;A03301037;Bemmel Oostervelden;Bemmel;Oostervelden;false;Bemmel;Oostervelden;Bemmel;Oostervelden;Bemmel;Oostervelden;;
1;true;CXX;A03301038;Bemmel Papenstraat;Bemmel;Papenstraat;false;Bemmel;Papenstraat;Bemmel;Papenstraat;Bemmel;Papenstraat;;
1;true;CXX;A03301044;Doornenburg Van Kol;Doornenburg;Van Kol;false;Doornenburg;Van Kol;Doornenburg;Van Kol;Doornenburg;Van Kol;;
1;true;CXX;A03301075;Gendt Julianaplein;Gendt;Julianaplein;false;Gendt;Julianaplein;Gendt;Julianaplein;Gendt;Julianaplein;;
1;true;CXX;A03301076;Haalderen Kerk;Haalderen;Kerk;false;Haalderen;Kerk;Haalderen;Kerk;Haalderen;Kerk;;
1;true;CXX;A03301081;Huissen Grevenveld;Huissen;Grevenveld;false;Huissen;Grevenveld;Huissen;Grevenveld;Huissen;Grevenveld;;
1;true;CXX;A03301082;Huissen Stadswal;Huissen;Stadswal;false;Huissen;Stadswal;Huissen;Stadswal;Huissen;Stadswal;;
1;true;CXX;A03301083;Huissen Valom;Huissen;Valom;false;Huissen;Valom;Huissen;Valom;Huissen;Valom;;
1;true;CXX;A03301092;Lent Station ;Lent Station;;false;Lent Station;;Lent Station;;Lent Station;;;
1;true;CXX;A03301096;Nijmegen CS ;Nijmegen CS;;false;Nijmegen CS;;Nijmegen CS;;Nijmegen CS;;;
1;true;CXX;A03301097;Nijmegen Hunnerpark;Nijmegen;Hunnerpark;false;Nijmegen;Hunnerpark;Nijmegen;Hunnerpark;Nijmegen;Hunnerpark;;
1;true;CXX;A03311203;Nijmegen Universiteit-O.;Nijmegen;Universiteit-O.;false;Nijmegen;Universiteit-O.;Nijmegen;Universiteit-O.;Nijmegen;Universiteit-O.;;
1;true;CXX;A03314361;Angeren Molenstraat;Angeren;Molenstraat;false;Angeren;Molenstraat;Angeren;Molenstraat;Angeren;Molenstraat;;
1;true;CXX;A03314661;Nijmegen HAN;Nijmegen;HAN;false;Nijmegen;HAN;Nijmegen;HAN;Nijmegen;HAN;;
1;true;CXX;A03319205;Bemmel Vossenhol;Bemmel;Vossenhol;false;Bemmel;Vossenhol;Bemmel;Vossenhol;Bemmel;Vossenhol;;
1;true;CXX;A03332644;Arnhem CS ;Arnhem CS;;false;Arnhem CS;;Arnhem CS;;Arnhem CS;;;
1;true;CXX;A03336125;Haalderen De Essenpas;Haalderen;De Essenpas;false;Haalderen;De Essenpas;Haalderen;De Essenpas;Haalderen;De Essenpas;;
