Version;Implicit;DataOwnerCode;DestCode;DestNameFull;DestNameMain;DestNameDetail;RelevantDestNameDetail;DestNameMain21;DestNameDetail21;DestNameMain19;DestNameDetail19;DestNameMain16;DestNameDetail16;DestIcon;DestColor
1;true;CXX;H13400678;Wieringerwerf Badweg;Wieringerwerf;Badweg;false;Wieringerwerf;Badweg;Wieringerwerf;Badweg;Wieringerwerf;Badweg;;
1;true;CXX;H13500450;Hoorn Station;Hoorn;Station;false;Hoorn;Station;Hoorn;Station;Hoorn;Station;;
1;true;CXX;H13500632;Middenmeer Alkmaarseweg;Middenmeer;Alkmaarseweg;false;Middenmeer;Alkmaarseweg;Middenmeer;Alkmaarseweg;Middenmeer;Alkmaarseweg;;
1;true;CXX;H13500633;Middenmeer Winkelcentrum;Middenmeer;Winkelcentrum;false;Middenmeer;Winkelcentrum;Middenmeer;Winkelcentrum;Middenmeer;Winkelcentrum;;
1;true;CXX;H13500646;Den Oever Busstation;Den Oever;Busstation;false;Den Oever;Busstation;Den Oever;Busstation;Den Oever;Busstation;;
1;true;CXX;H13500678;Wieringerwerf Badweg;Wieringerwerf;Badweg;false;Wieringerwerf;Badweg;Wieringerwerf;Badweg;Wieringerwerf;Badweg;;
1;true;CXX;H13502829;Den Helder Station;Den Helder;Station;false;Den Helder;Station;Den Helder;Station;Den Helder;Station;;
1;true;CXX;H13502899;Hippolytushoef N99;Hippolytushoef;N99;false;Hippolytushoef;N99;Hippolytushoef;N99;Hippolytushoef;N99;;
1;true;CXX;H13600450;Hoorn Station;Hoorn;Station;false;Hoorn;Station;Hoorn;Station;Hoorn;Station;;
1;true;CXX;H13602916;Midwoud Oostw.Dorpsstr.;Midwoud;Oostw.Dorpsstr.;false;Midwoud;Oostw.Dorpsstr.;Midwoud;Oostw.Dorpsstr.;Midwoud;Oostw.Dorpsstr.;;
1;true;CXX;H13900450;Hoorn Station;Hoorn;Station;false;Hoorn;Station;Hoorn;Station;Hoorn;Station;;
1;true;CXX;H13900631;Medemblik Busstation;Medemblik;Busstation;false;Medemblik;Busstation;Medemblik;Busstation;Medemblik;Busstation;;
1;true;CXX;H13902881;Abbekerk Busstation;Abbekerk;Busstation;false;Abbekerk;Busstation;Abbekerk;Busstation;Abbekerk;Busstation;;
